-10.0 : 1.83816397190094
-9.5 : 13.30652141571045
-9.0 : -2.4264867305755615
-8.5 : -1.252368450164795
-8.0 : -1.010756254196167
-7.5 : -1.0660980939865112
-7.0 : -1.5221011638641357
-6.5 : -4.648568630218506
-6.0 : 3.578899621963501
-5.5 : 1.4173533916473389
-5.0 : 1.0428352355957031
-4.5 : 1.0229864120483398
-4.0 : 1.3213486671447754
-3.5 : 2.8507635593414307
-3.0 : -7.086167812347412
-2.5 : -1.6709215641021729
-2.0 : -1.0997501611709595
-1.5 : -1.0025112628936768
-1.0 : -1.1883951425552368
-0.5 : -2.085829496383667
0.0 : null
0.5 : 2.085829496383667
1.0 : 1.1883951425552368
1.5 : 1.0025112628936768
2.0 : 1.0997501611709595
2.5 : 1.6709215641021729
3.0 : 7.086167812347412
3.5 : -2.8507635593414307
4.0 : -1.3213486671447754
4.5 : -1.0229864120483398
5.0 : -1.0428352355957031
5.5 : -1.4173533916473389
6.0 : -3.578899621963501
6.5 : 4.648568630218506
7.0 : 1.5221011638641357
7.5 : 1.0660980939865112
8.0 : 1.010756254196167
8.5 : 1.252368450164795
9.0 : 2.4264867305755615
9.5 : -13.30652141571045
10.0 : -1.83816397190094
