-10.0 : null
-9.5 : null
-9.0 : null
-8.5 : null
-8.0 : null
-7.5 : null
-7.0 : null
-6.5 : null
-6.0 : null
-5.5 : null
-5.0 : null
-4.5 : null
-4.0 : null
-3.5 : null
-3.0 : null
-2.5 : null
-2.0 : null
-1.5 : null
-1.0 : null
-0.5 : null
0.0 : null
0.5 : -0.43067654967308044
1.0 : 0.0
1.5 : 0.2519296407699585
2.0 : 0.43067654967308044
2.5 : 0.5693234205245972
3.0 : 0.6826061606407166
3.5 : 0.7783854603767395
4.0 : 0.8613530993461609
4.5 : 0.9345358610153198
5.0 : 1.0
5.5 : 1.059219479560852
6.0 : 1.1132826805114746
6.5 : 1.1630160808563232
7.0 : 1.209061861038208
7.5 : 1.2519296407699585
8.0 : 1.2920297384262085
8.5 : 1.329697847366333
9.0 : 1.365212321281433
9.5 : 1.3988062143325806
10.0 : 1.4306764602661133
